ID,Title,Authors,Year,Venue,Citations,URL,PDF URL,DOI,Abstract,Keywords,Included,Exclusion Reason,Extracted At
davirdataselectionvi-2023,DavIR: Data Selection via Implicit Reward for Large Language Models,Haotian Zhou; Tingkai Liu; Qianli Ma; Yufeng Zhang; Jianbo Yuan; Pengfei Liu; Yang You; Hongxia Yang,2023,Annual Meeting of the Association for Computational Linguistics,6,https://www.semanticscholar.org/paper/e9f8d5c51e1d889ff3783e9afe7cb475c10e1af1,,10.18653/v1/2025.acl-long.452,"We introduce DavIR, a model-based data selection method for post-training Large Language Models. DavIR generalizes Reducible Holdout Loss to core-set selection problem of causal language modeling, and quantifies the learnability of a given datum with respect to a pre-trained LLM based on relative reduction in loss during fine-tuning, a metric we show to be closely related to the implicit reward model described in Direct Preference Optimization (DPO). We show that 6% of Alpaca dataset selected with DavIR can steer both the LLaMA and Gemma model family to produce superior performance compared to the same models trained on the full 52K dataset. We also show that Alpaca dataset compressed with DavIR can be combined with GSM8K dataset to effectively balance open-domain freeform QA and mathematical reasoning capabilities. Finally, we apply the DavIR objective to DPO and develop a normalized DavIR-DPO objective which improves alignment performance of Zephyr-7B-SFT model by 8% (relative) on AlpacaEval, compared against training on vanilla DPO objective.",arxiv:2310.13008,Yes,,2025-11-10T22:38:39.752Z
federatedpromptingan-2023,Federated Prompting and Chain-of-Thought Reasoning for Improving LLMs Answering,Xiangyang Liu; Tianqi Pang; Chenyou Fan,2023,"Knowledge Science, Engineering and Management",30,https://www.semanticscholar.org/paper/a7c0d9bf44045c9d4c41e329e2a87df0ae7e0af6,http://arxiv.org/pdf/2304.13911,10.48550/arXiv.2304.13911,"We investigate how to enhance answer precision in frequently asked questions posed by distributed users using cloud-based Large Language Models (LLMs). Our study focuses on a typical situations where users ask similar queries that involve identical mathematical reasoning steps and problem-solving procedures. Due to the unsatisfactory accuracy of LLMs' zero-shot prompting with standalone questions, we propose to improve the distributed synonymous questions using Self-Consistency (SC) and Chain-of-Thought (CoT) techniques. Specifically, we first retrieve synonymous questions from a crowd-sourced database and create a federated question pool. We call these federated synonymous questions with the same or different parameters SP-questions or DP-questions, respectively. We refer to our methods as Fed-SP-SC and Fed-DP-CoT, which can generate significantly more accurate answers for all user queries without requiring sophisticated model-tuning. Through extensive experiments, we demonstrate that our proposed methods can significantly enhance question accuracy by fully exploring the synonymous nature of the questions and the consistency of the answers.",arxiv:2304.13911,Yes,,2025-11-10T22:38:39.752Z
gllavasolvinggeometr-2023,G-LLaVA: Solving Geometric Problem with Multi-Modal Large Language Model,Jiahui Gao; Renjie Pi; Jipeng Zhang; Jiacheng Ye; Wanjun Zhong; Yufei Wang; Lanqing Hong; Jianhua Han; Hang Xu; Zhenguo Li; Lingpeng Kong,2023,International Conference on Learning Representations,152,https://www.semanticscholar.org/paper/3713112311efbcf785de17fa86e5bf42e4360f77,,10.48550/arXiv.2312.11370,"Large language models (LLMs) have shown remarkable proficiency in human-level reasoning and generation capabilities, which encourages extensive research on their application in mathematical problem solving. However, current work has been largely focused on text-based mathematical problems, with limited investigation in problems involving geometric information. Addressing this gap, we aim to enable LLMs to solve geometric problems by understanding image input. We first analyze the limitations of current Multimodal Large Language Models (MLLMs) in this area: they struggle to accurately comprehending basic geometric elements and their relationships. To overcome these challenges, we take advantage of the unique characteristics of geometric problems (such as unique geometric logical form, and geometric scalability) and the capacity of the textual LLMs to build an enriched multimodal geometry dataset based on existing data. The augmented dataset, Geo170K, contains more than 170K geometric image-caption and question-answer pairs. Utilizing our constructed Geo170K dataset, we develop G-LLaVA, which demonstrates exceptional performance in solving geometric problems, significantly outperforming GPT-4-V on the MathVista benchmark with only 7B parameters.",arxiv:2312.11370,Yes,,2025-11-10T22:38:39.752Z
gettingmoreoutofmixt-2023,Getting MoRE out of Mixture of Language Model Reasoning Experts,Chenglei Si; Weijia Shi; Chen Zhao; Luke Zettlemoyer; Jordan L. Boyd-Graber,2023,Conference on Empirical Methods in Natural Language Processing,41,https://www.semanticscholar.org/paper/7283d616e40d7ab7422e3697218f3fc42f292bf2,https://aclanthology.org/2023.findings-emnlp.552.pdf,10.18653/v1/2023.findings-emnlp.552,"While recent large language models (LLMs) improve on various question answering (QA) datasets, it remains difficult for a single model to generalize across question types that require distinct reasoning abilities. We provide empirical evidence that state-of-the-art LLMs suffer from poor generalizability on reasoning types beyond those seen in the prompt. To remedy this, we propose a Mixture-of-Reasoning-Experts (MoRE) framework that ensembles diverse specialized language models. We specialize the backbone language model with prompts optimized for different reasoning categories, including factual, multihop, mathematical, and commonsense reasoning. Our key insight is to leverage agreement among the specialized experts to select the best answer for each question, or to abstain from answering. This gives MoRE higher accuracy than any single specialized model on a collection of 12 QA datasets from four reasoning types. Beyond generalizability, the interpretable design of MoRE improves selective question answering results compared to baselines without incorporating inter-expert agreement. This framework is also more interpretable and useful to human consumers of QA outputs. Our human study confirms that presenting expert predictions and the answer selection process helps annotators more accurately calibrate when to trust the system's output. We release all code and data to facilitate future work.",arxiv:2305.14628,Yes,,2025-11-10T22:38:39.752Z
gorillalargelanguage-2023,Gorilla: Large Language Model Connected with Massive APIs,Shishir G. Patil; Tianjun Zhang; Xin Wang; Joseph E. Gonzalez,2023,Neural Information Processing Systems,764,https://www.semanticscholar.org/paper/7d8905a1fd288068f12c8347caeabefd36d0dd6c,,10.52202/079017-4020,"Large Language Models (LLMs) have seen an impressive wave of advances recently, with models now excelling in a variety of tasks, such as mathematical reasoning and program synthesis. However, their potential to effectively use tools via API calls remains unfulfilled. This is a challenging task even for today's state-of-the-art LLMs such as GPT-4, largely due to their inability to generate accurate input arguments and their tendency to hallucinate the wrong usage of an API call. We release Gorilla, a finetuned LLaMA-based model that surpasses the performance of GPT-4 on writing API calls. When combined with a document retriever, Gorilla demonstrates a strong capability to adapt to test-time document changes, enabling flexible user updates or version changes. It also substantially mitigates the issue of hallucination, commonly encountered when prompting LLMs directly. To evaluate the model's ability, we introduce APIBench, a comprehensive dataset consisting of HuggingFace, TorchHub, and TensorHub APIs. The successful integration of the retrieval system with Gorilla demonstrates the potential for LLMs to use tools more accurately, keep up with frequently updated documentation, and consequently increase the reliability and applicability of their outputs. Gorilla's code, model, data, and demo are available at https://gorilla.cs.berkeley.edu",arxiv:2305.15334,Yes,,2025-11-10T22:38:39.752Z
graphtoolformertoemp-2023,Graph-ToolFormer: To Empower LLMs with Graph Reasoning Ability via Prompt Augmented by ChatGPT,Jiawei Zhang,2023,arXiv.org,93,https://www.semanticscholar.org/paper/0d502a1e300336ae628f5c8b99ee4d3766c8f60b,http://arxiv.org/pdf/2304.11116,10.48550/arXiv.2304.11116,"In this paper, we aim to develop a large language model (LLM) with the reasoning ability on complex graph data. Currently, LLMs have achieved very impressive performance on various natural language learning tasks, extensions of which have also been applied to study the vision tasks with multi-modal data. However, when it comes to the graph learning tasks, existing LLMs present very serious flaws due to their several inherited weaknesses in performing {multi-step logic reasoning}, {precise mathematical calculation} and {perception about the spatial and temporal factors}. To address such challenges, in this paper, we will investigate the principles, methodologies and algorithms to empower existing LLMs with graph reasoning ability, which will have tremendous impacts on the current research of both LLMs and graph learning. Inspired by the latest ChatGPT and Toolformer models, we propose the Graph-ToolFormer (Graph Reasoning oriented Toolformer) framework to teach LLMs themselves with prompts augmented by ChatGPT to use external graph reasoning API tools. Specifically, we will investigate to teach Graph-ToolFormer to handle various graph data reasoning tasks in this paper, including both (1) very basic graph data loading and graph property reasoning tasks, ranging from simple graph order and size to the graph diameter and periphery, and (2) more advanced reasoning tasks on real-world graph data, such as bibliographic networks, protein molecules, sequential recommender systems, social networks and knowledge graphs.",arxiv:2304.11116,Yes,,2025-11-10T22:38:39.752Z
haeraebenchevaluatio-2023,HAE-RAE Bench: Evaluation of Korean Knowledge in Language Models,Guijin Son; Hanwool Albert Lee; Suwan Kim; Jaecheol Lee; Je Won Yeom; Jihyu Jung; Jung Woo Kim; Songseong Kim,2023,International Conference on Language Resources and Evaluation,37,https://www.semanticscholar.org/paper/b118deb1e0715a5aeec11e399321501ba09ce2c4,https://arxiv.org/pdf/2309.02706,10.48550/arXiv.2309.02706,"Large language models (LLMs) trained on massive corpora demonstrate impressive capabilities in a wide range of tasks. While there are ongoing efforts to adapt these models to languages beyond English, the attention given to their evaluation methodologies remains limited. Current multilingual benchmarks often rely on back translations or re-implementations of English tests, limiting their capacity to capture unique cultural and linguistic nuances. To bridge this gap for the Korean language, we introduce the HAE-RAE Bench, a dataset curated to challenge models lacking Korean cultural and contextual depth. The dataset encompasses six downstream tasks across four domains: vocabulary, history, general knowledge, and reading comprehension. Unlike traditional evaluation suites focused on token and sequence classification or mathematical and logical reasoning, the HAE-RAE Bench emphasizes a model’s aptitude for recalling Korean-specific knowledge and cultural contexts. Comparative analysis with prior Korean benchmarks indicates that the HAE-RAE Bench presents a greater challenge to non-Korean models by disturbing abilities and knowledge learned from English being transferred.",arxiv:2309.02706,Yes,,2025-11-10T22:38:39.752Z
havellmsadvancedenou-2023,Have LLMs Advanced Enough? A Challenging Problem Solving Benchmark For Large Language Models,Daman Arora; H. Singh; Mausam,2023,Conference on Empirical Methods in Natural Language Processing,67,https://www.semanticscholar.org/paper/2cf1f6c723006f258599fd9f000bb616ae83387a,https://arxiv.org/pdf/2305.15074,10.48550/arXiv.2305.15074,"The performance of large language models (LLMs) on existing reasoning benchmarks has significantly improved over the past years. In response, we present JEEBench, a considerably more challenging benchmark dataset for evaluating the problem solving abilities of LLMs. We curate 515 challenging pre-engineering mathematics, physics and chemistry problems from the highly competitive IIT JEE-Advanced exam. Long-horizon reasoning on top of deep in-domain knowledge is essential for solving problems in this benchmark. Our evaluation on various open-source and proprietary models reveals that the highest performance, even after using techniques like self-consistency, self-refinement and chain-of-thought prompting, is less than 40%. The typical failure modes of GPT-4, the best model, are errors in algebraic manipulation, difficulty in grounding abstract concepts into mathematical equations accurately and failure in retrieving relevant domain-specific concepts. We also observe that by mere prompting, GPT-4 is unable to assess risk introduced by negative marking for incorrect answers. For this, we develop a post-hoc confidence-thresholding method over self-consistency, which enables effective response selection. We hope that our challenging benchmark will guide future re-search in problem-solving using LLMs.",arxiv:2305.15074,Yes,,2025-11-10T22:38:39.752Z
howabilitiesinlargel-2023,How Abilities in Large Language Models are Affected by Supervised Fine-tuning Data Composition,Guanting Dong; Hongyi Yuan; Keming Lu; Chengpeng Li; Mingfeng Xue; Dayiheng Liu; Wei Wang; Zheng Yuan; Chang Zhou; Jingren Zhou,2023,Annual Meeting of the Association for Computational Linguistics,207,https://www.semanticscholar.org/paper/5088a04d1a9f42b967f3dcf791145e8aa367fc54,https://arxiv.org/pdf/2310.05492,10.48550/arXiv.2310.05492,"Large language models (LLMs) with enormous pre-training tokens and parameters emerge diverse abilities, including math reasoning, code generation, and instruction following. These abilities are further enhanced by supervised fine-tuning (SFT). While the open-source community has explored ad-hoc SFT for enhancing individual capabilities, proprietary LLMs exhibit versatility across various skills. Therefore, understanding the facilitation of multiple abilities via SFT is paramount. In this study, we specifically focuses on the interplay of data composition between mathematical reasoning, code generation, and general human-aligning abilities during SFT. We propose four intriguing research questions to explore the association between model performance and various factors including data amount, composition ratio, model size and SFT strategies. Our experiments reveal that distinct capabilities scale differently and larger models generally show superior performance with same amount of data. Mathematical reasoning and code generation consistently improve with increasing data amount, whereas general abilities plateau after roughly a thousand samples. Moreover, we observe data composition appears to enhance various abilities under limited data conditions, yet can lead to performance conflicts when data is plentiful. Our findings also suggest the amount of composition data influences performance more than the composition ratio. In analysis of SFT strategies, we find that sequentially learning multiple skills risks catastrophic forgetting. Our proposed Dual-stage Mixed Fine-tuning (DMT) strategy offers a promising solution to learn multiple abilities with different scaling patterns.",arxiv:2310.05492,Yes,,2025-11-10T22:38:39.752Z
improvingfactualitya-2023,Improving Factuality and Reasoning in Language Models through Multiagent Debate,Yilun Du; Shuang Li; A. Torralba; J. Tenenbaum; Igor Mordatch,2023,International Conference on Machine Learning,1053,https://www.semanticscholar.org/paper/4780d0a027c5c5a8e01d7cf697f6296880ffc945,http://arxiv.org/pdf/2305.14325,10.48550/arXiv.2305.14325,"Large language models (LLMs) have demonstrated remarkable capabilities in language generation, understanding, and few-shot learning in recent years. An extensive body of work has explored how their performance may be further improved through the tools of prompting, ranging from verification, self-consistency, or intermediate scratchpads. In this paper, we present a complementary approach to improve language responses where multiple language model instances propose and debate their individual responses and reasoning processes over multiple rounds to arrive at a common final answer. Our findings indicate that this approach significantly enhances mathematical and strategic reasoning across a number of tasks. We also demonstrate that our approach improves the factual validity of generated content, reducing fallacious answers and hallucinations that contemporary models are prone to. Our approach may be directly applied to existing black-box models and uses identical procedure and prompts for all tasks we investigate. Overall, our findings suggest that such""society of minds""approach has the potential to significantly advance the capabilities of LLMs and pave the way for further breakthroughs in language generation and understanding.",arxiv:2305.14325,Yes,,2025-11-10T22:38:39.752Z
knowledgedistillatio-2023,Knowledge Distillation of LLM for Automatic Scoring of Science Education Assessments,Ehsan Latif; Luyang Fang; Ping Ma; Xiaoming Zhai,2023,,8,https://www.semanticscholar.org/paper/631b5baa2c34f7095ccdd8761086b49148071d78,,,"This study proposes a method for knowledge distillation (KD) of fine-tuned Large Language Models (LLMs) into smaller, more efficient, and accurate neural networks. We specifically target the challenge of deploying these models on resource-constrained devices. Our methodology involves training the smaller student model (Neural Network) using the prediction probabilities (as soft labels) of the LLM, which serves as a teacher model. This is achieved through a specialized loss function tailored to learn from the LLM's output probabilities, ensuring that the student model closely mimics the teacher's performance. To validate the performance of the KD approach, we utilized a large dataset, 7T, containing 6,684 student-written responses to science questions and three mathematical reasoning datasets with student-written responses graded by human experts. We compared accuracy with state-of-the-art (SOTA) distilled models, TinyBERT, and artificial neural network (ANN) models. Results have shown that the KD approach has 3% and 2% higher scoring accuracy than ANN and TinyBERT, respectively, and comparable accuracy to the teacher model. Furthermore, the student model size is 0.03M, 4,000 times smaller in parameters and x10 faster in inferencing than the teacher model and TinyBERT, respectively. The significance of this research lies in its potential to make advanced AI technologies accessible in typical educational settings, particularly for automatic scoring.",arxiv:2312.15842,Yes,,2025-11-10T22:38:39.752Z
largelanguagemodelca-2023,Large Language Model Cascades with Mixture of Thoughts Representations for Cost-efficient Reasoning,Murong Yue; Jie Zhao; Min Zhang; Liang Du; Ziyu Yao,2023,International Conference on Learning Representations,103,https://www.semanticscholar.org/paper/00cccb9065f0a59e845d5b4d360ce31cf25036be,https://arxiv.org/pdf/2310.03094,10.48550/arXiv.2310.03094,"Large language models (LLMs) such as GPT-4 have exhibited remarkable performance in a variety of tasks, but this strong performance often comes with the high expense of using paid API services. In this paper, we are motivated to study building an LLM cascade to save the cost of using LLMs, particularly for performing reasoning (e.g., mathematical, causal) tasks. Our cascade pipeline follows the intuition that simpler questions can be addressed by a weaker but more affordable LLM, whereas only the challenging questions necessitate the stronger and more expensive LLM. To realize this decision-making, we consider the""answer consistency""of the weaker LLM as a signal of the question difficulty and propose several methods for the answer sampling and consistency checking, including one leveraging a mixture of two thought representations (i.e., Chain-of-Thought and Program-of-Thought). Through experiments on six reasoning benchmark datasets, with GPT-3.5-turbo and GPT-4 being the weaker and stronger LLMs, respectively, we demonstrate that our proposed LLM cascades can achieve performance comparable to using solely the stronger LLM but require only 40% of its cost.",arxiv:2310.03094,Yes,,2025-11-10T22:38:39.752Z
largelanguagemodelsf-2023,Large Language Models for Travel Behavior Prediction,Baichuan Mo; Hanyong Xu; Dingyi Zhuang; Ruoyun Ma; Xiaotong Guo; Jinhua Zhao,2023,arXiv.org,16,https://www.semanticscholar.org/paper/113e82ab340af5b9721b8ed50b022e3bb769170e,,10.48550/arXiv.2312.00819,"Travel behavior prediction is a fundamental task in transportation demand management. The conventional methods for travel behavior prediction rely on numerical data to construct mathematical models and calibrate model parameters to represent human preferences. Recent advancement in large language models (LLMs) has shown great reasoning abilities to solve complex problems. In this study, we propose to use LLMs to predict travel behavior with prompt engineering without data-based parameter learning. Specifically, we carefully design our prompts that include 1) task description, 2) travel characteristics, 3) individual attributes, and 4) guides of thinking with domain knowledge, and ask the LLMs to predict an individual's travel behavior and explain the results. We select the travel mode choice task as a case study. Results show that, though no training samples are provided, LLM-based predictions have competitive accuracy and F1-score as canonical supervised learning methods such as multinomial logit, random forest, and neural networks. LLMs can also output reasons that support their prediction. However, though in most of the cases, the output explanations are reasonable, we still observe cases that violate logic or with hallucinations.",arxiv:2312.00819,Yes,,2025-11-10T22:38:39.752Z
